Id,Predicted
44,.HIvAl?UzDhpyplynAsetsAtTRIbil?hndalrzsemikOlhn_DhSipbildiGaprEShnzAt.tUbil?hndalrz_semikOlhn.AndDIothmthv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
45,.nUmrhskamRAdzWrhpYnthd.mOsthvHUmgRAcRYdidfrm?UnhvrshtIzhndkamhnhstblaknEShnz.
46,.itmEbIDhtaRstRhkcrhndmhlthplishtIhvkoRprEShnzizhnDhmOsthfektivfrDhf?Ucr_.
47,.joRtsbIaRkhneRDhsekhnt.WhznEmdtiDhn?UpOsthvsIn?rvyspRezhdent.incaRjhvloGREndplEtiGinRilEtidghvrmhntRIlEShnz.
48,.DhRizhltWhzph!.
49,.WIjefbIdagmAtikhbwtitpiRIhddhbhlkWOt.
50,.Adzjem+hdiviZhnmAnhjrfoRhRItElr_itshdahgEtdolgWrlld.
51,.itizhphtiSiGkamh-AtofhndishpYntiGikspiRIhpzpiRIhd.
52,.DEklEmDEsiksIdidinDhshbjektivkamh@bhtjhjsOfeR+sezDhRekrd.SOzDhsOvIetsnevrhgRIdt_semikOlhn_ifDEdidhntkamh_WySudWE!kWeschnmaRkk!.
53,.inshmensthnsizkamh@mAvinjhmnhntizlaREGhvDIzmItiGsUWelHyfhnplEst!mUlz.piRIhd!.
54,.WIWrjenthlmenhthbwtit_piRIhd!.
55,..?UesWorSipshndHelikaptrz_cEsthWEAnrwnIhnWoRSipfrmhkanhlydhvfoRkhWEtItAGkrzhnDhpReZhnghlz_.
56,.DhREtiGkhmsrnolsOplEst!DhsiGgOHyfhnEHyfhn.tUsIn?rdetREtiG_hsIesekshz.tekshsgAstRAnzmiShn?UnhtonRIv?Ukamh_WiT.TRekShnansrthn.piRIhd.
57,.mOstimpoRtnhlIkamh@zhbukkamh@lykIigzivitkamh@prsenshnhndgEjiGsrvEhvinrlEstfoRmztiDhsencrIz.dASWhnWIkhnlrdfRhmAndhnjy.piRIhd.
58,.DhbRitiSphblikHhzgatm?UzdtUinjYnshchlinIlefthstoRIzezpaRthvitsReg?hlrnUzpEprdyht_.
59,.DEkhnbIleRIhslIfhniGkamh_AzWelezHylIfektivtUlzfrsAtyr_piRIhd.
60,.ekhnamikAghnEkamh@moRDhnRIfoRmkamhHAzpRadhtpOlhndtUletDhRipeRmAntlUs.piRIhd!.
61,._DhShthlWudbIDhfrstthliftofshnsDhnyntInEtIsikscAlhnjriksplOZhn!.
62,.WhnizDAtWIWhlHAvDhsrplhsbhtSedhnt!.
63,.DhplAnWhzdiskhvrdAftrdikOtiGdAthkApcrdilAstWIksrestrtWentIRebhllIdrz.
64,.maRkitAkShnWhzhsenShlIdhjestiGWensdEzRAlIpiRIhd.
65,.AndshmcEnzkamh@shcezHalhDEkoRprEShnkamhSeRdinkoRprEShnAndHyhtHOtelzkoRprEShn.kamh.indsisDEWhlmEkpleniGhvRUmzhvElhthlAtbaRginREts.piRIhd.
66,.bhtbOTkhmphnIESudbenhfitfhmhnhptrnAndIylhndhndnAcRhlgAsbiznhsI.
67,.DhgOldkaRd.micinkRUvzhvf?UhdiSnhlsrvhsizWhnwkostsevhnIfyvdalrzI!.
68,.mistryzhnmhn.DIaphziShnbiznismAnsezaRnUfOlizhnDhshlUShnbhtDeRizhnenIshlUShnWiTwtaRnOfh.
69,.AftrDhTrdIHyfhndEpiRIhdkamh_DhSeRzWudbIkhnvrthbhlAthlOrRESIO..
70,.hksepthdbidzREnjdfhmsikspYntTRIEtfyvprsent.tisikspYntfoRTRIsiksprsent.
71,.DeRaRolIshmpeshmistAndsenikssethfloRspeShlhst_.
72,.tUstIphfol.khnmInHyrinflEShn.hndivenchlIHyrintRistREts.
73,._DhbAGkHoldiGkhmphnIzflEtidhnhDrfiftImil?hndalrsel@frnekstUzdE..
74,.DhRIkol@ikspAnzanhWhzdRolhvhDrmadhlzbIganhnrlIrDisWIk!.
75,.pRabhblIDhlaRjhstkhntRib?htrd.thDhrniGzhptrnfrmEjrpRhdUsrz.izhn?UpEstRhkcrHAmrdwtthDhHevhlI?Un?hnyzdhphsifiknoRTWest.
76,.inhdiShnnUklIrfRIzOnzofhninklUdrEnjhnhntsDhtRIkWyyrhnliklIrWephnztdiploRdhjEshnshvDizalm_anlAndoRAtsI.bIpOltbA.
77,.bhtDhsedhRIzvhndmistrgRInspAnaRlyklItibIWrkiGHaRdtikIpinflEShndwn.
78,.tUilIvIEtHhzkhndishnkamh@mistrpAthsestapstEviG.piRIhd.
79,.bhtDeRrolsO@RisId.
80,.inoRdrtistEkhmpetitivAtDhpRlhfrEtiGnhmbrhsmolnan?Un?hnaprEShnzinDhRIdhn_mOskhmphnIzHAvshksesfhlIskWIdzshvstAnchlWEdzkhnseShnzfrmlebr?Un?h.
81,.DIAktWhzizrnASRhlfrHimezItiGpuRkkamh@HItOldhfRend.piRIhd..
82,.nwkamh@WImhstHAvhnn?UshmTiGdASoR_dAShDrtUinSuRdDhtDIeldrlInatbIWyptwtfynAnShlIendImOShnhlIbyliGgriGkamh@fynhlillhs.piRIhd.
83,.mistrbeRIHAdbinpRezhdenthvHaRdmhnsisthmzh?UnithvfigIintrnAShnhlinkoRprEt!.
84,.DEvbAnin?UsinDI?UessensDIrlInyntInsevhntItspiRIhd!.
85,.itWhzhntthgivhWrE!.
86,.ifitizhWantsiGitshnhDr_.
87,.bhtDis?iRkamhpaRtIbAthlzrleskhntenShshndaktrpolkamh@HUizanDhbAlht.hndfoRtIsikstEtskamh@HOpsfrhtlIsWhnmil?hnvOts.piRIhd.
88,.bhtifDhHistrIhvhDrefRrkhnnEShnzizenIgyd_Wyts.indIenzhndsmollAktRybSudfiRDh@.
89,.OldzpIplhlshnatHAvthlivWhtDhkansthntHiRDhtDEkudendhprUendidevRIWEbyDAtlAsdOlnhskamh@WIviGhdhsthtUtspwtT.piRIhd.
90,.bhtDhbOzWOntgiv@hppiRIhd!.
91,.telhviZhnsetmEkrz.REgrhlIskejUltIvIpROgRAmiGDhgAn?iR.HAvlostAtthDhjAphnIzAndDI?uRhpIhnz.
92,.DAtsmoRlesWhtDhblUdSip!ikanhmisikspekt_.
93,.DhShthlWudbIDhfrsttUliftofsensDhnyntInEtIsikscAlhnjriksplOZhn.piRIhd_.
94,..HIAdid.kOlhndhbhlkWOt.DEIofrDEkamhzAnezgOiGhbIRIv?Ud..
95,..menI@hDrz.kamh@hvEtiGtAksizkamh@dUitanDhsly.piRIhd!.
96,.foRigzAmphl_itlykstaksDhtselithllOmhlthbhlhvDhkhmphnIzbukvAl?UU.oRAsetsmythslyhbilhtIizprSeRd!.
97,.nw@sIbh-iztRytUmEkhmiph!.
98,.AGrdlhkRUd.hfiShlzkhnzInDeRHykoRttijhjmistrAmrovlAsshmr.piRIhd.
99,.itWilselekstivhtAndAthlEtrdEt!.
100,.dhbhlkWOt.foRDhRekrddhbhlkWOt_iznhkwnthvhthfkamhshksesfhlbiznhsmAndzteRhbhlWoSiGthdikspiRIhdz.
101,._foRthztapEdkamhHIpiktkantRAkthnoRghnyziGcIfWoltrSI_kamh@HUendidHizOnbidtibIpRezhdentbybAkiGmistrmhkaRTIpiRIhd.
102,.AkcUhlI!kamh.sinshzgRonDhTrdIEdylykhthllatkamh@dhbhlkWOtHIsez.piRIhd.
103,.DisizhvDhtymthtEkDhcAnsinAskDhmDAtsezmistrAphlbam.HUAdzDAtHizHOfOnizbhd.
104,.DhsitIkhnpRavhblIHAndhltUpROgRAmzkamh@sezSaRpmhmoRIhlAdministREtrcaRlzkOk_kamh@dhbhlkWOt_bhtTRIhfoRkudbIpRablhmAtik_piRIhd.dhbhlkWOt.
105,.itshbwtlyksevhntIndEzhnhbEbIzlyfkamh.dhbhlkWOt.sezmistrdikI.kamh_hvetrhniGgWhstIcrHiRhndjhpAn.piRIhd!.
106,.Dhn?UdIlbRAtsOShlsik?uRhtIkamh@hndDhn?UfRhntirbRotmedhkeR.piRIhd.
107,.bhtDeRpap?hleRhtIgRUslOlIbikhztRAnsmiShnofhnlhslhgiS!kamh@pRintiGmesIetmhSInzkudhndhbhlkWOt.tapdhbhlkWOttUIjhDrhfiShntlI.piRIhd!.
108,..ynatAt@olhnHApIWiTWht!.
109,.hsesIEtidenz_nhtizeRkhlh.izhjenRhlpaRtnrhDeRkhhHOtelpaRtnrzAndHAzhWhnprsentjenRhlpaRtnrintRistinDhpaRtnrSipt..
110,.AnAlsrvisizWelzWhnsDerdReldkamh_amikdrmht.bildofSoRdRiliGRigz.
111,.bhthtempstyslEthmistInrdifektivpROtInindDhmhshltiSUhvlesf?Ulrdisthv?UpEShnz_HAvloGpRUvdfRhstREtiG.piRIhd_.
112,.DAtsmoRrlesWht.DhplUcipikanhmissikspektpiRIhd!.
113,.?etDhbendhspOstizbendiGOvrbAkWRtrdtikhmplyWiT?UesdimAndzfrmoRAkses.piRIhd!.
114,.foRmenIjAphnIzkhmphnIzitWhzDhfrsttymhDEtevrsInAnhmeRhkhninvestrsezmistreRhn.
115,._DhRwTWelsaghtintenshfydkRitisizhvOvrDhWestrnostREl?hnghvrmhntspRIlEShnSippWiTanthpRhnrz_shcezmistrbandAndmistrHOmzhkoRtkamh_HUvDhghvrmhnthsisthdfynAnShlI!piRIhd.
116,.dhbhlkWOt_WIjist.gethgitsynkamhAndDAtmaRkitWhlRispandpiRIhddhbhlkWOt_.
117,._hbwtWhnpYntfyvbil?hndalrzhvdetizhndrRIv?U@.
118,.innyntIn~EtIkamhDhflEmzRIzUmdHOmgEmzpiRIhd!.
119,._dhbhlkWOtifWIkIpDhshpkamh@WhldyWiTaRflAgpiRIhddhbhlkWOt.
120,.DhnASnhlAvRijWhzfoRpYntsiksTRIprsent.hnddisembr@nyntInEtIsiks.
121,.itHAdhjRhmAthkhsektanDhgEm.piRIhd.dhbhlkWOt..
122,..DhdedlydfrdUiGsOizfebUWeRItWenIfrst.tUmhnTsbifoRjhletsEphltWenIfrstAn?UhlmItiG.
123,.WytplerzdRifthdbAkkamh@AntenShnzIzdpiRIhd..
124,.frmhnseltsmEjr!dItshndbrnI!RipoRthdlIdYnDhkRwdhvWolstRItHwsizkhtiGDeRnyntInEtIsevhn@ybIemrniGzesthmht.
125,.DeRiznOdwtWIvtUminiStDhsOvIhtTRetviRIshbstAnchlIinDhlAst?iR_sOzmenhsOthRepRisenhtivDAnWebr_.
126,.HOltelzkhn?UzdDhteknalhjIthpRIdikt.WinbiznnhsWhlbIhn?UZUWhlIslO@hndDhsWinmoRdiskwntiGezmind.
127,.?estrdEzhnwnsmhntbyRepRizenhtivHwrdmEnzthHwsWhlvOtanDhsimizhmendmhntsepRhtlIfrmDIOvrolkanfRhnsRipoRt_piRIhd.
128,.DhkhmphnIolsOdOnEtidfiftITwzhndalrztUhlOkhlinvyRhnmethlgRUp_thHyrspeShlhstUivAl?UEtDhkhmphnIzplAnzthklInhpkhntAmhnEtidsyts.
129,.stRoGimpoRtsHwevrmInDAtdhmestikdimAndRytnwistRoG_WhncuUWEtikrbitREddefhshtiztiHAvhfuldlOnRiseSh.
130,.AndeRkhlhspOksWumhnsedDhkhmphnIformDhvencr_tikRIEthfynAnsiGDIikhlfrf?UcrHOtelpRajeks.
131,.dhbhlkWOt_DeRizhnmhcpRagResinsevhntIndEz.piRIhd!.
132,.DhklhbnwfIldzhnhmbrhvtEmzfoRveRIhzEjlevhlz.piRIhd!.
133,.DhbendhspOstsmhnaphlIHAzbikhmhlyniGRadfrkRitisizhmbyDI?Ueshnd@hDrtREdiGpaRtnrzhvjrmhnIzklOzddoRz.piRIhd.
134,.DhfrmseditdhzhnkamentanitstakRekhmhndEShnzoRrniGzesthmhts.
135,.itdidnydethfydDhbyrzordisklOzdtrmzhndDhsElz.
136,.nw.sIbhiztRyGtUmEkhmendz.
137,.!dhbhlkWOtytOldhvisDIendhvydIalhjIkamhdhbhlkWOt_sezmistrAmrhfkamh@hpaRtIvetrhnpiRIhd.
138,..DhbAGkHOldiGkhmphnIslEtidhnhDrfiftImil?hndalrsElfrnekst?UzdE!.
139,.nOfrmplAnHAzbendifyzd.bhtitizhndrkhnsidrEShntURiv?UDhHOldstRhkcrHIsed.
140,..HIkudpResmestrROlhndtiselHAmpaRthvloGROzpoRfOlIO.piRIhd.
141,.ybIemfelWhnAndsevhnEtTs.tUWhnHhndrdtWenI+AndTRIEtTs.anmoRDhntUpYntfyvmil?hnSeRz.
142,.nObhdInOzHwDhswTAfRhkhnghvrmhntWhlRIAkt_.
143,.DhkhmphnIsedolfrdindEvidbilzplAnddhkhnvrtDeRkamhnSeRz.driGDhTrdIHyfhndEpiRIhd.piRIhd..
144,.shmsoRsiz.sedshm@hvDIlesHyfhntRhdiShnhlHOldrzhvjenrhlvdEbilZIks.SeRz_kudbItAmptidbyDhpRaspekt.hvkAphthlgEnz.piRIhd.
145,.kAmbOdIezvIetnamHyfhnbAkDhghvrmhntRif?UziztiSeRpwrWiTDhkhmeRhRUzkamh_DhkhntRIzfoRmrolchHyfhnleftis.RUlrz.piRIhd.
146,.DhmAzDAtkhmpazhtindekshvfoRTwzhnkamhsiksHhnrdTrdIEtstaksklOzdAtTRIHhnrdsevhnIfoRpYntsiksfyvkamh.dwnzIRO.pYntWhnsiks.piRIhd.
147,.itRIshntWIksfoRigzAmphlRIdrzHiRHAvHrdhvDhbAniGhvAntIyRhSjOkshndWhnlendhnbrld.
148,.ekspoRtpRyshzROzWhnprsentinDhlEthstkWoRtrAndejdhppOnlIUz?iROpYnt.tUprsethndDhlAst?iR.piRIhd!.
149,.menI@hDrzkamhhvEtiGtAksizkamh.dUitanDhsly!piRIhd!.
150,.!instedkamhDEfEvrhnhnwnstceksbyROviGkamh_RhDrDAninHyfhnHwskamhinspektrzfOkisiG_an@dhbhlkWOtkRitikhlkhntROlpYntsdhbhlkWOt_instIfidpRasesiG.piRIhd!.
151,.DhpRablhmkhntin?UztibImhnandIinfAShnkamh@sedkrtbaRnaRd_kamh@DhphliSrhvDhRItElmaRkhtiGRipoRt.kamh@hndindhstRInEzletr!piRIhd.
152,.hnhDrspOksmhnfrDhministRIHAzRiplydtUthfoRhnkoRhspanitshsOsIEShnhvswTIzdEZi.
153,.hndrtrmzpRIvIhslIRIpoRthddIhtAl?hnAgRhkhlcrhlkhnsrnhsUmdhbwtWhnHhnrdnyntIfyvmil?hndalrzinshboRghnEtiddetAzpaRthvDhtRh!.
154,.bhtshchgenstDhdAnsaRmylchmrzkhmpeRdtUhkhmiGrTkWEkfrDhtUpRhfeShnzkamh_shmmhkwthnzAmdkhmshltthnzpRhdikt.piRIhd.
155,.aphziShnfhmkhmpethtrzolsOkhntRib?htid.tiDIiniShlRIjekShnhvDhmrjr_kamh_AndDAtHAzAGrdsAnhsEigzek?htivz.piRIhd!.
156,._RigaRdlhshvDIwtkhmhvvenImItiGWiTjhled.kanhstansImzolmOssrthntinamhnEtitsOnslEthvdrektrzshmtymneksWIk!.
157,._bhtthDhshpRyzhvolmOstevRIWhn.stakpRytsizbigAnhsthdIklyndDhtpuStDIAvRijhbhvWenzdEzklOz.
158,.bhtitstifhkhlt.tisIWrDhkhmphnIgOzfrm?iR_.
159,.AndSoRtlIAftrDIAkWhziShnkamh@YlpRyshstaRtidsslyd!piRIhd!.
160,.insted_DEfEvranhnwnsceksbyROviGRADrDAtinHwwshndspektrz_fOkisigankitikhlkhntROlpYnts_insIfWUdpRashd.
161,.mistrbeRIHAvbinpRezhdenthvHaRtmhtsisthmzh?UnithvfigIintrnAShnhlinkoRprh!.
162,.SAmRatspRItAkspRafitfrmDhsElWhzWhnHhnrdtWenIfyvmil?hndalrzhspOksWumhnsed.
163,.DeRhlIdifymDeRaRhdhzhnrsOAsetAlhkEShnfhndz.
164,.innyntInEtIfyv_penzYlWhnniRlIIilevhnbil?hndalrzhndAmijizAttRyl_DhbighstchjmantevrhWoRdithplnih!.
165,.AftrDhTrdIHyfhndEpiRIhdkamh.DhSeRzWudbIkhnvrthbhlAthlOrRESIO.piRIhd.
166,..HIiknalijizdiskhsiGDhphtenShlhvspItiGhplosizbhtdinyzmEkiGetITRet!.
167,.bhtlhnhlihlfrDr_DeRaRWEzrwndHyRinfRIsiz.
168,.DIikspAndidRIkolWhzdisklOzdAthmItiGWhTAnaRsIhfiShlz_AndAnEjhnsIofhswtsydShkaRgO@.
169,..Dhn?UceRmhn.nOshdHizphlitikhlkhnekShnzmEkshmmaRkitprtishphntshspiShs_DhtIbhltRydhstem?hlEtDIikanhmIthHelpjIOpIkAnhditsnekst?iR_piRIhd.
170,.AftrDhklOzhvtREdiGDhfoRkAstsWrinkRIst!.
171,.?estrdEzlUzrzinklUdidothmObIlzpiRIhd!.
172,.bhtnwDhmedhkhlpAkhpOzizbOsmeZrzpiRIhd!.
173,.HIHAdbinsIn?rvyspRezhdenthvWaSiGthnaprEShnzfrDhdifenskantRAkth!.
174,.DhbhndispOssmhmaphlIHhzbikhmhlytnEnRadfrkRitisizhm.byDI?UesAndhDrtREdiGpaRtnrzhvjrhnIzklOzddoRz.piRIhd.
175,.DeRjistWEtiGfrDhIh!.
176,.ybIemfellhnhndsevhnEtTstUWhnHhndrdtWenIAtTRIEtTsanmoRDhntUpYtfyvmil?hnceR.
177,.DismaRkitizWEtiGfrOnlIWhnTiGsh@olfrdRof+hsIn?rvyspRezhdentAtamshnmikinhnsik?uRhtIzinkoRprEtid_.
178,.hstRonhmrzsEDAtDIrTTTEtizsIld.
179,.DhmhnIthput.DispRaphziShnanDhbAlhtkEmpaRtlIfrmDhgRAnHyfhncAmpIhngivr.kamh@zIkAlhfoRn?hmedhkhlhsOSIEShnpAk.piRIhd_.
180,.sbh-hgRIdtURevhnIDIOvrsyt..
181,.niktrhtAndendel@RAndifRhntsEghnhnshvlIYlsrvishzbizniRh.
182,..DhREtiGkhnsrnolsOplEsDhsiGghlEtUsIn?rvdetREtiGhvsIesekshstekshs.gAstRAnzmeShn?UnitanRIv?U_WiT.dRekShn@ansrthn.
183,.DIikspAndidRIkolWhzdisklOzdAthmItiGWiT.AnaRsIhfiShlzAtAnEjhnsI@ofhswtsydShkagh@.
184,._bhtDhpROtestsRAphdlIbROkhpWinDhmIdIhHeditHO.
185,.bRitiShplyhnsmEkrzHAvlosgRwndtikanthnhnthl?uRhpIhnzHUhvDhstAbliStERep?htEShnfoRdizynAndkWalhtIstAndrdz.piRIhd.
186,.TIdhbhlkWOtHedkwntkamh@dhbhlkWOt.hbOgismeZriGdivyshfevrDeRWhzWhnkamh@RimEnDhsEmsemIkOlhn.DeRtWhznOinkRIsinsAlrIprshnel.piRIhd.
187,..kReschnSWoRzHyfhnSOiG.kamh@DhpOsthlministr_kamh_bReshlzAtshgjeschnz.DhtshckRitisizhm_ledtiDhdisiZhntidismAnthlDhmhnaphlI.piRIhd_.
188,.HIpRyvhtlIhndsistsIhpOzizRIpIlkamh_bhtshmTiGkHIhz?UziGisaphziShnezhbaRginiGcip_piRIhd.
189,.DhkhmphnIolsOdOnEtdfiftITwzhndalrztUhlOkhlinvyRhnmenhlgRUpthHyrspeShliststUhvAl?UEtDhkhmphnIzplAnztiklInhpkhntAmhnEtidsydz.
190,.AndAmbiShsnyntInHyfhnnEShnefrtUHOlpt.tWenIrzhvWoRhnkAmbOdIh_endidWiTwtAnhgRImhnt.piRIhd.
191,.pRapthtbyn?UzRipoRtshvhlejmishpROpRIEShnhvfRmzHIesIsIviztidDhfrmznU?oRkHedkWoRtrzlAstWIkWiDDIintenShnhvigzAmhtiGbiznhsRI.
192,.itizcaRjWiTgetiGDhbestIlfrSeRHOldrzkamh_AndWhtnget.taptarWiDwthnhDrbidr_.
193,.DAtizWelhbhvDhnASnhlAvRijfrHasththlzhvshcpROgRAmzkamh_bhtHaRdlIhmaRkititWantdisIfRydmentid.piRIhd.
194,..HIaRd?UzdDAtfRydEzhnimplYmhntfig?rz.hndrmyndDhTIsizhvESaRplIslOiGikanhmI!.
195,.DhsenshvinpendiGdUmHAzstymEntImoRk.DES!.
196,.DhfedrhlikspRessrviskamh@WichlwtbiznisizinidhvijhWhlztisenfAkshzfrmDhkhmphnIzstoRz.kamhkEmtUrlIhmisttUikspensivkamh-AnhlhssE.piRIhd!.
197,.hnsOldstakshvtRhksRhbwthTrdHyrDhnoRbhlkamh_sedhzspOksmhnfrDhkhmphnI.piRIhd..
198,.ithtempstUbRiGoRdrtiDhmiRIhdfyvrteknIkskahntlIdiskRydbyhWeltrhvkhnfliktiGtrmhndalhjI.
199,.aRhjEaRhspeShlthmitIizHApItisIAtoltrhtivhmrjiGthDhpashbhljYntbidbitWInkEkEaR+AdDhmAnijmhntHyfhnWEdgRUp.piRIhd.
200,..AzDhpap?lhstdidHIhpIlzthlesejhkEtidlOrmilhklAspIphlHUfyndIkhnamikhndsOShlcEnjfRydmEn.
201,.yset.dwnhnfig?rdwtWhtDEmItid!hndsOldhmonht.
202,.instAdmistrsymhnprsWEdidHimtijYnHhzgRUbestDhcIfigzek?htiv@ofhsrhvDhveRIhsHOldiGkhmphnIzthbIsedhpth@OnIcTRUfh.
203,.inDIEbIemtRItIkamh@DI?UesnhgOSIEtrz_Wanhth+wtlanDisOlddifens.AtlAftbOTsydzinthDhpascr_hvm?UthSoRt.DhstRhkShn.piRIhd_.
204,.DhloncHAbinplAnfrrlIrDisHiRbhtWhzskRhbtbyDhspEsEjhnsIhbwtfyvtymzbikhzhvdizynhnd@hDrdilEz.piRIhd.
205,.telOn.eksklhmEShnpYhnt.dhbhlkWOt..
206,.SoRttrmREtsHIsezaRlyklIdiRimEnstedIoRmUshmWhtHyr_.
207,.hn?UZRIlIsiSUd?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbypRUv?ensOlvr.piRIhd!.
208,.rlIlAstRIkamh@mistrthndidofrkhnseShnz.piRIhd..
209,.kRistennSWoRs.HyfhnSOiG_kamh@Dhpalsthlminhstrkamh_bReshlzAtshjesjemzDhtshckRitisizhm_ledtUDhdisiZhntUdismwntshvDhmhnaphlI.piRIhd!.
210,..peRIdiskhvrdjhpAnfoRhmeRikhnzAkShlIiWhzpaleRhnHIkWips.
